user_name;time;date;stadt;text;flixbus;bahn;blablacar;land;pos
347775881990178_1117591318341960;09:18:00;24.08.2017;;"??????Wir sagen es ja nur ungern, aber der Sommer ist fast vorbei. Die guten Nachrichten: der Indian Summer ist auf dem Weg. ??????

? Noch dazu gibt es im Oktober gleich 2 Feiertage - also am besten schon mal BlaBlaCar-Fahrt oder Suchagenten einstellen? 

Reisetipps in unserem Blog: blbl.cr/ReisezieleOktober";0;0;1;DE;0
347775881990178_1127626547338437;07:14:43;24.08.2017;;Wird heute das letzte mal sein, dass ich mit blablarcar fahre - falls ich denn noch irgendwie mitgenommen werde. Mir fehlen echt die Worte... Da schreibt einem die nette Fahrerin, dass sie die Fahrt nicht angenommen hat, da sie eine Stunde später erst losfahren möchte und fragt, ob ich dann mitfahren würde. So viel dazu... Weder auf die Nachricht kann ich antworten, noch kann ich die neue Fahrt für eine Stunde später buchen weil man dann anscheinend als Mitfahrer gesperrt ist. Achja und die Handynummer wird einem natürlich gleich 10 mal nicht angezeigt. Daran hat man sich ja schon fast gewöhnt, dass jeglicher Kontakt verhindert werden soll bevor die Gebühren abkassiert sind. Also noch komplizierter und kundenunfreundlicher kann man das System nicht gestalten oder? Und dafür soll ich noch 2€ Gebühren zahlen???? Nicht euer Ernst oder? Nie wieder. Vielen Dank für nichts! ??;0;0;1;DE;2
347775881990178_1160174227417002;11:04:00;23.10.2017;;"????Tipps für den perfekten Pit-Stop! ????

blbl.cr/PitStop2310";0;0;1;DE;0
347775881990178_1173286376105787;13:38:09;22.10.2017;;Suche dringend heute Abend oder morgen früh MFG von Krefeld nach Frankfurt am Main!;0;0;1;DE;0
347775881990178_1150841351683623;15:27:13;22.09.2017;;Z Siegen (57072) do Stuttgartu moze ktos jedzie w przyszlym tygodniu?;0;0;1;DE;0
347775881990178_1150635255037566;10:42:53;22.09.2017;;??????NEWS: BlaBlaCar-Fahrten sind nun auch in Deutschland im Routenplaner von Google Maps integriert! ??????;0;0;1;DE;0
347775881990178_1126220277479064;12:41:07;22.08.2017;;"yesterday i booked a car from münster to hamburg at 9.30 am. the driver name is Helga
as soon as i book the ticket it got rejected..and i got a mail from bla bla stating that i will get the money back.
i booked the same driver again ,this time transation from the bank booked but i last i showed invalid request";0;0;1;DE;2
347775881990178_1172611712839920;14:58:29;21.10.2017;;Aschersleben Duisburból mennek ide. 23-án;0;0;1;DE;0
347775881990178_1172585599509198;14:13:12;21.10.2017;;"Hallo zusammen, wie kann es sein, das wenn ich eine Fahrt Filderstadt-Eltmann reinstelle die Fahrt mit 11€ schon auf rot steht und andere für zb Stuttgart-Schweinfurt über 12€ verlangen können und es bleibt schwarz?

So, den Beitrag hab ich gestern rein! Blabla antwortet innerhalb von ein paar Stunden!!!!!!!!! Wo bleibt meine Antwort auf meine Frage???";0;0;1;DE;2
347775881990178_1149860245115067;10:37:32;21.09.2017;;"Wie fahren morgen 16:30 bin Frankfurt am Main nach Kassel und Sonntag gegen 13 Uhr zurück. Falls Interesse besteht einfach melden :)
Fahrt ist auch online";0;0;1;DE;0
347775881990178_1149853425115749;10:23:44;21.09.2017;;"Was stimmt denn jetzt bei eurer Gebührenberechnung wieder nicht?
Ich hatte gerade eine Buchung für meine morgige Fahrt von Halle nach Magdeburg um 13:30 Uhr. Ich hatte das Fahrtangebot wie immer eingestellt, zu 5 Euro pro Person. Jetzt kam die Mailbestätigung, dass ich nach Fahrtende 4 Euro bekomme! Muss ich jetzt eure Gebühren mit einkalkulieren, oder was stimmt da mit euch nicht.
Die Rückfahrt am Montag sieht ganz normal aus! Ich bitte um Korrektur. Das ist ein sehr merkwürdiges Geschäftsgebahren von Euch!
Unglaublich";0;0;1;DE;2
347775881990178_1149730545128037;07:17:29;21.09.2017;;Könnt ihr bitte endlich mal abstellen, dass bei jeder Bearbeitung einer Fahrt die zuvor vom Fahrer festgelegten Preise auf euren Empfehlungswert zurück gesetzt werden? Da will man nur einen kleinen Fehler in der Beschreibung ändern und schon muss man wieder für die Gesamtstrecke und jede Teilstrecke die Preise anpassen. Es nervt!;0;0;1;DE;2
347775881990178_1125499100884515;12:23:57;21.08.2017;;Gestern habe ich einen Platz gebucht und auch schon bezahlt, das geld ist überwiesen aber mein Platz ist nicht gebucht. der Fahrt war um 10 Uhr heute morgen. können mir das erklären? Etwas komisch, dass kein TeleponNummer von euch zu verfügen ist.;0;0;1;DE;2
347775881990178_1160169347417490;10:14:00;20.10.2017;;"Was darf  bei einer Fahrt in eurem Auto nicht fehlen? 

https://www.blablacar.de/blablalife/unterwegs/mitfahr-montag/roadtrip-essentials";0;0;1;DE;0
347775881990178_1149159408518484;14:04:41;20.09.2017;;"??????Brezn' essen auf dem Oktoberfest? BlaBlaCar schnappen und ab 3€ pro 100km reisen!??????
 ??????Günstig & schnell reisen 
?? http://blbl.cr/Oktoberfest2017 ??";0;0;1;DE;0
347775881990178_1124629227638169;06:47:31;20.08.2017;;Wo ist denn die Funktion hin, mit der man Fahrer/Mitfahrer anhand der Handynummer bewerten konnte? Ich würde auch gerne eine Bewertung abgeben, wenn eine Fahrt, vom Fahrer verschuldet, garnicht erst stattfindet.;0;0;1;DE;0
347775881990178_1148436765257415;16:39:19;19.09.2017;;Ich möchte eine Beschwerde Hotline der Firma haben warum findet man im ganzen Internet keine was soll das;0;0;1;DE;2
347775881990178_1148243555276736;11:26:24;19.09.2017;;Suche Mitfahrgelegenheit am 02.10. vormittags von Olpe nach Köln natürlich mit Spritkostenbeteiligung;0;0;1;DE;0
248371251877349_1586703691377425;10:11:48;18.11.2017;;Hallo ! Helfen Sie mir ! Da mir mein Programm immer wieder flöten geht, sind Sie meine Hoffnung. Am Sa.21.Juli 2018 möchte ich mit meiner Gattin nach Florenz (Italien) und am Sa.28.Juli 2018 wieder RETOUR (nach Graz/Wien) fahren. Abfahrt GRAZ oder WIEN wäre unser Wunsch-Klagenfurt währe auch möglich - wenn die ZUG-Verbindung passt. In Erwartung eine Nachricht, verbleibt mit Dank undGruss - Helmut/Ulrike KERNBICHLER Mürzzuschlag.Sollte Freitags eine ANREISE, spät Abends möglich sein, wäre das auch O.K.;1;0;0;DE;0
248371251877349_1586361661411628;01:51:43;18.11.2017;;Warum kann ich kein Ticket buchen über die App? Aber über die Internetseite geht es.?!;1;0;0;DE;0
152033178165965_1539660072736595;13:10:28;18.11.2017;;Ein Kollege von mir hat 2 Codes von Tavelzoo und es steht das die benutzt worden sind.  Habe mal gelesen das es ein Fehler ist oder?;0;1;0;DE;0
152033178165965_1539655566070379;13:04:17;18.11.2017;;"Die Bahn kommt, Leider mal wieder mit Verspätung. Dadurch bekomme ich meinen Anschlusszug wahrscheinlich nicht, und muss 58 Minuten auf den nächsten Zug warten. Und das bei 6 grad. Herrlich. So macht reisen Spaß. 
Wäre schön, wenn ihr in Fulda den cantus um 14.19 auf den ICE 370 warten lasst";0;1;0;DE;2
152033178165965_1539646229404646;12:50:48;18.11.2017;;"Finden Sie (DB) das in Ordnung ???
";0;1;0;DE;2
152033178165965_1539638899405379;12:40:21;18.11.2017;;1 Stunde Verspätung auf 1 Stunde Reisezeit... Die Planer des Schienenersatzverkehrs in Waldshut sollten bitte zur Kenntnis nehmen dass eine Baustelle keine akzeptable Ausrede dafür ist, zahlende Fahrgäste 1/2 stunde in irgendeinem Kaff in einem stehenden Zug herumsitzen zu lassen.;0;1;0;DE;2
152033178165965_1539634699405799;12:36:26;18.11.2017;;"Guten Tag, 

ich habe ein Ticket von Horn-Bad Meinberg zum Düsseldorfer Flughafen gekauft für den 28.12. sowie die Rückfahrt am 04.01. Bei der Rückfahrt wird mir nicht angezeigt, auf welchem Gleis ich am Bahnhof in Paderborn ankomme, und auf welchem Gleis die Abfahrt (nach Horn-Bad Meinberg)ist. Wäre echt nett von euch, wenn ihr mir sagen könntet, welche Gleise das sind. ?? 

Mfg";0;1;0;DE;0
152033178165965_1539633012739301;12:33:17;18.11.2017;;Bitte gebt doch die Info an Eure App, dass der Ring in Berlin im besten Fall gerade nur alle 20 Minuten fährt. Es ist frisch (!!) in der Hauptstadt. Alternativ verteilt Decken und gebt Glühwein aus. Das würde die Laune auf dem Bahnsteig erheblich steigern.;0;1;0;DE;2
152033178165965_1539624342740168;12:23:35;18.11.2017;;Bis jetzt IN TIME !!!;0;1;0;DE;0
152033178165965_1539617262740876;12:12:31;18.11.2017;;"Liebe Deutsche Bahn Personenverkehr,
das ich auf meinen Fahrten von Darmstadt nach Stuttgart im IC/EC meistens erst nach Stuttgart nach meiner Fahrkarte gefragt werde (wenn überhaupt) ist für mich ja nichts neues mehr.

Das ich aber auf der Karlsruher Linie wie heute im 2277 (Darmstadt Hbf ab 11:37) bis Karlsruhe im Wagen 11 sitzend weder eine Kontrolle der Fahrkarten erlebt habe noch außer kurz hinter Bruchsal überhaupt jemanden vom ZuB-Team vor meinem Abteil durch den Gang sehen durfte ist für mich jetzt neu.

Jetzt im ICE-Anschluss nach Basel lasse ich mich überraschen ob heute wirklich ""Tag der deutschen Freifahrt"" in Ihren Zügen zelebriert wird ... oder tatsächlich jemand Interesse an zahlenden Gästen zeigt.

Oder war die Aktion heute wieder mal ein Zeichen des Versuchs die IC Linie 26 unwirtschaftlich zu rechnen und wieder Züge oder Wagen zu streichen?";0;1;0;DE;0
152033178165965_1539595462743056;11:38:26;18.11.2017;;"Deutsches Bahn Team, 

Wer ist eigentlich dafür verantwortlich, das man an einem Samstag der bekannt dafür ist sehr stark frequentiert zu sein, Kurzzüge einzusetzen. Ich war gerade auf dem weg von  Düsseldorf nach Essen und dieser Zug war dermassen überfüllt, das Leute reihenweise Panik bekommen haben. Vielleicht mal ein bisschen überlegen, wann man Kurzzüge einsetzt und dann nicht. Dann hat in diesem überfüllten Zug die Heizung so dermassen geballert und man konnte noch nicht mal die Fenster aufmachen. Kein Wunder, das Leute reihenweise in Panik geraten. Das grenzt leider schon an Körperverletzung. 
Wie geschrieben, vielleicht einfach mal überlegen, wann man welche Züge auf welcher Strecke einsetzt.";0;1;0;DE;2
152033178165965_1539593552743247;11:35:13;18.11.2017;;Hallo, ich habe heute ein Upgrade Angebot erhalten. Ich möchte dies gerne nutzen nur leider funktioniert das überhaupt nicht mit den angegebenen links bzw Buttons. Was kann ich da machen? ??;0;1;0;DE;2
152033178165965_1539587262743876;11:24:18;18.11.2017;;"Liebe Deutsche Bahn, ja so manchmal ist es doch schon arg seltsam mit dir! Da sitzt man friedlich mit seinem Hund im eurocity 9 Richtung Zürich und wird kontrolliert, was ja bis dahin alles normal ist...nur wenn Ihre Mitarbeiterin nicht sofort dermaßen unverschämt auf meinen Hund reagiert und mich in einem Ton angegriffen hätte, dass ich doch bitte den Hund aus dem Gang entfernen sollte. Und mir, bei leichtem Widerspruch meinerseits, dass sie dies doch auch in einem freundlichen Ton sagen könne und mir auch noch mitfahrende Passagiere beipflichten, mir erst mit Ausstieg und dann mit der Polizei droht, ist schon ein starkes Stück! 
Wohlgemerkt habe ich für meinen Hund ein gültiges Ticket, sowie einen Maulkorb dabei und er hat in keiner Weise einen anderen Menschen belästigt! Ganz im Gegenteil hat Ihre Mitarbeiterin eher uns belästigt! 
Freundlichkeit geht definitiv anders!!
Ps.Viellicht sollten sie mal über Maulkorbpflicht bei manchen ihrer Mitarbeitern nachdenken ?? 
Mit freundlichem Gruß Marley und Betzy.";0;1;0;DE;2
152033178165965_1539569889412280;11:00:30;18.11.2017;;"Ich finde es eine unglaubliche Frechheit, was ihr euren Kunden zumutet.
Wieder einmal das absolute Chaos zwischen Duisburg Hbf und Düsseldorf Hbf. Mega Verspätungen und keinerlei Hinweise für kurzfristige Änderungen. Du stehst wie  ""Pöttchen Doof "" am Bahnsteig. Von sich aus schon zwei Stunden eingeplant und es reicht dennoch nicht pünktlich zum Termin zu erscheinen.
Unerträglich überfüllter Zug. Reisen mit der deutschen Bahn ist seit einiger Zeit zum kotzen ??
Das ihr das nicht besser in den Griff bekommt, kann ich nicht verstehen. 
Die Preise aber mal wieder anheben, das funktioniert einwandfrei ??";0;1;0;DE;2
152033178165965_1539567776079158;10:57:22;18.11.2017;;"Sehr geehrtes Deutsche Bahn Team,

Immer wieder kommt es ja mal vor das ein Zug Verspätung hat, das aber ein Zug vor der geplanten Abfahrtszeit abfährt ist ja eher ungewöhnlich. 

Genau dies ist aber heute passiert. Wir sind pünktlich kurz vor der Abfahrtszeit am Bahngleis in München Hauptbahnhof angekommen, jedoch ist der Zug nach Berlin 1508 schon abgefahren gewesen. Auf Nachfrage beim Schaffner am Gleis, meinte dieser, der Zug ist heute frühzeitig schon abgefahren. Dies bestätigte sich bei einem Blick auf die Anzeigetafel, da die Uhren auf 11:17 umgeswitcht sind und beim hinrennen zum Bahngleis auch schon der Zug nicht mehr auf der Tafel angezeigt wurde. 

Auf Nachfrage bei der Informationen sind wir dann auch noch an eine äußerst unhöfliche Dame Names (der Namen ich Ihnen gerne auf Rückfrage auch mitteilen kann) geraten. Sie hat direkt von Anfang an behauptet der Zug sein pünktlich abgefahren ist obwohl wir um 11:17 bereits bei ihr am Schalter standen. Nicht nur das sie dann behauptete das der Schaffner lügt, also ihr Kollege, sondern auch gehen anscheinend die Uhren am Bahnhof München etwas anderes als der Dame der Deutschen Bahn anders. 

Sie zeigte von Anfang an, keinerlei Einsicht und beharrte auf ihrem Standpunkt zum leiden von uns. Somit müssen wir nun ein neues teures Ticket kaufen, obwohl man vorher versucht hat etwas zu sparen. 

Mal wieder wurde man von der Bahn entäuscht und Kundenservice wir hier auch ganz klein geschrieben bzw. Erst gar nicht praktiziert. 

Mit freundlichen Grüßen

Maximilian Reuß 

(Wohl nicht der einzigste der über den Kundenservice der Deutschen Bahn enttäuscht ist)";0;1;0;DE;2
152033178165965_1539559036080032;10:40:13;18.11.2017;;"17.11.2017
Der ICE70 sollte um 14.00 Uhr ab Zürich fahren
Gebucht: Fahrt 2. Klasse nach Karlsruhe, Sitzplatzreservierung
Bei Ankunft am Bahnhof 20 Minuten vor Abfahrtszeit auf der Infotafel: Zug entfällt 
Keine Informationen über Mail, obwohl Verspätungsalarm angeklickt
Kein Ersatzzug sondern überfüllter Schweizer Regionalzug nach Basel
„Der ICE70 konnte leider nicht warten. Die Reisenden nach Deutschland werden gebeten zügig in den ICE nach Amsterdam auf Gleis 12 umzusteigen!“
Rennen mit Gepäck nach Gleis 12
Zug gerade noch erwischt 
In Karlsruhe rennen mit Gepäck nach Gleis 102
Zug gerade noch erwischt 
Völlig fertig, weil leichte Gehbehinderung, Schmerzen...
Warum buche ich einen durchgehenden Zug und reserviere einen Sitzplatz?
Ich bitte um eine Antwort!";0;1;0;DE;2
152033178165965_1539547842747818;10:23:04;18.11.2017;;"Einen wunderschönen guten Tag. Leider musste ich gerade am eigenem Leibe erfahren, dass die Deutsche Bahn sogar in einer (verspäteten und  überfüllten)   Regionalbahn dazu auffordert 60 Euro Strafe zu verlangt um am Eingang zur 1 Klasse zu stehen. 

Bitte um Aufklärung des Sachverhaltes.";0;1;0;DE;2
152033178165965_1539537302748872;10:06:12;18.11.2017;;"Liebes Bahn Team,
ich habe am 17.10.2017 zwei Tickets von Berlin Hbf nach Telgte fuer den 28.12.2017 gekauft.
Der Fahrtverlauf sollte so aussehen: Berlin Hbf - Hamm (13:49 - 16:48 mit dem ICE 858), Hamm -Muenster (Westf) Hbf (17:20 - 17:47 mit dem ERB 90028) und dann Muenster (Westf) Hbf - Telgte (18:17 - 18:29 mit dem ERB74430).
Heute habe ich im Fahrplan der DB gesehen, das die Strecke nach Telgte ganz anders aussieht und zwar so: Berlin Hbf - Dortmund Hbf (13:49 - 17:09 mit dem ICE 848), Dortmund Hbf - Muenster (Westf) Hbf (17:25 - 17:55 mit dem IC 2026) und Muenster (Westf) Hbf - Telgte (18:17 - 18:29 mit dem ERB74430).
Jetzt die Frage, was ist mit dem ICE 858, der ist ganz aus dem Fahrplan verschwunden, kann ich dann mit dem ICE 848 nach Dortmund fahren, und dann weiter nach Telgte, laut dem neuen Fahrplan ? Oder was muss mann jetzt machen ?

Mfg";0;1;0;DE;0
152033178165965_1539534939415775;10:03:03;18.11.2017;;"Hallo DB-Team, 
darf ich erfahren, warum IC 2155 nach Fulda Hbf ausfällt?";0;1;0;DE;2
152033178165965_1539529546082981;09:51:42;18.11.2017;;Findw ich toll das man 25 Jahre schon mit dem ICE in die Schweiz fahren kann ich selbst warvschon mehere Malein die Schweiz z. B. nach Zuerich gefahren eine tolle Sache;0;1;0;DE;1
152033178165965_1539495706086365;09:07:31;18.11.2017;;Was ist los auf der Strecke Marburg - Frankfurt? Man bekommt keine Auskunft, mit welchen Verspätungen man wegen der Baustelle rechnen muss, ob man über Hanau fahren muss etc. - Es ist nicht möglich, mit der Bahn etwas in Frankfurt  zu planen.;0;1;0;DE;2
152033178165965_1539494029419866;09:04:15;18.11.2017;;Moin. Wie lange dauert es bei euch in der Regel, bis Formulare für Fahrgastrechte bearbeitet werden?;0;1;0;DE;0
152033178165965_1539486099420659;08:48:47;18.11.2017;;I love Bahnfahren...aber unfreundliches Servicepersonal im Speisewagen kann einem den Spaß am frühen Morgen verderben. Zum Glück sind die meisten Schaffner sehr nett und geduldig!;0;1;0;DE;0
152033178165965_1539478392754763;08:34:05;18.11.2017;;"Ich wünsche dem freundlichen Zugrührers ( s2 altomünster  abfahrt  8:18 Erding ) noch ein wunderschönes Wochenende. 
Seine netten Durchsagen zu den  Haltestellen  aufgrund der fehlenden Displays , machen den Samstagmorgen gleich ein bisschen  angenehmer. 

Es würde mich freuen ,wenn  dieses Lob bei ihm ankommen würde. ??";0;1;0;DE;1
152033178165965_1539455759423693;07:48:08;18.11.2017;;"Was ist aktuell los hier in Münster,?
Ich komme aus Häger nicht nach Münster, es kam noch kein einziger Zug. Wann kann ich wieder mit einem rechnen?";0;1;0;DE;2
152033178165965_1539418069427462;06:38:11;18.11.2017;;"Ich muss mal was positives loswerden.

Ein Zustand, den ich nie für möglich gehalten habe.
Gestern mit dem ICE (771 glaub ich) von FFM nach Augsburg (19:05).
Zug pünktlich, sogar überpünktlich in FFM Airport eingefahren
Abteil sauber
WC konnte benutzt werden - der Boden klebte mal nicht und es roch nicht nach Festivaltoilette
dann noch der Schaffner freundlich und lustig drauf
und zum letzten Wagen ist sogar noch eine Servicekraft durchgelaufen, mit der Frage nach Getränken.

Wenn es doch nur immer so wäre.";0;1;0;DE;1
152033178165965_1539389669430302;05:38:37;18.11.2017;;Ich möchte mich bedanken das die Deutsche Bahn nur 4 Wochen gebraucht hat die Aufzüge im Bahnhof Bad Homburg zu reparieren nun könne auch wider Rollstuhlfahrer , Mütter mit Kinderwagen und Ältere  Menschen die S Bahn benutzen..;0;1;0;DE;2
347775881990178_1160167470751011;09:26:32;18.10.2017;;"??????????Lust auf ein Wochenende in einer unseren schönsten Städte? ??????????

?????? blbl.cr/Muenster1810 ??????";0;0;1;DE;0
347775881990178_1169802753120816;09:19:58;18.10.2017;;"BlaBlaCar how is it that I have no control over how do I get paid? You decide for me, for some reason! 
And to make things worse, you send the money in a way that banks charge for it! Even though I requested the money once, you've sent me 3 parts and charged for it 3 times!

From now on, I'll write each time that I only accept cash, so that people can get their money back from you. 

To be honest I would even prefer the online payments, but for some reason you keep making everything over complicated... Sad, as I like the idea a lot!";0;0;1;DE;0
347775881990178_1147610982006660;15:04:18;18.09.2017;;"Biete noch eine Fahrt von Bonn nach Prag an. Zwischenstopp bei bedarf: Nürnberg und Würzburg
Morgen (18.9) gegen 4:30Uhr";0;0;1;DE;0
347775881990178_1147394338694991;09:38:07;18.09.2017;;"Hallo Blablacar,
könnt ihr mir vielleicht erklären, weshalb ich für jede Fahrt, die ich über euch buche, 2-3€ Servicekosten zahlen muss? Für welchen ""Service"" genau?
Dass ich nicht buchen kann, wenn die Fahrt schon begonnen hat? Obwohl sie ganz woanders startet und noch Zeit wäre? Und sie mir dennoch angezeigt wird?
Dass Fahrer und Mitfahrer komplett entmündigt werden und man dazu nicht mal miteinander telefonieren oder SMS schreiben kann, um Dinge abzuklären?
Dass ich immer erst buchen muss und dann oft erst kurz vor knapp erfahre, ob die Buchung überhaupt angenommen wird und  dann in der Zeit niemand anderen anfragen kann, weil ich dann selbst die Stornogebühren tragen muss? Und ich logischerweise auch nichts anderes mehr finde, wenn die Buchung abgelehnt oder nicht darauf geantwortet wird?
Dass ich Menschen, mit denen ich nicht gefahren bin, auch nicht bewerten kann?! Obwohl genau das meistens der Grund ist, wieso eine schlechte Bewertung angebracht wäre?
Dass ich bei ""Kontakt"" niemanden kontaktieren kann und dass es keine Telefonnummer von blablacar gibt?
Also WELCHEN Service bezahle ich da bitte? Ich denke, dass es sich hier lediglich um Bearbeitungsgebühr handelt, die ja bekanntermaßen in Deutschland sowieso überteuert ist.
Seit der Umstellung zu dem neuen System wird einem jegliche Selbstständigkeit genommen und man ist aufgeschmissen, wenn nicht alles zu 100% klappt. Hauptsache ich zahle Geld dafür, dass ich von einem Anbieter, der nie erreichbar ist, abhängig bin. Welcome to the 21st Century....";0;0;1;DE;2
